employee_id,papi_a,papi_b,papi_c,papi_d,papi_e,papi_f,papi_g,papi_i,papi_k,papi_l,papi_n,papi_o,papi_p,papi_r,papi_s,papi_t,papi_v,papi_w,papi_x,papi_z
EMP100439,8.0,5.0,5.0,4.977813852813853,1.0,4.0,3.0,2.0,8.0,6.0,5.0,2.0,5.0,3.0,5.0,4.0,7.0,2.0,1.0,6.0
EMP100440,9.0,6.0,6.0,6.0,9.0,2.0,5.0,8.0,5.0,4.0,9.0,1.0,4.0,1.0,8.0,6.0,6.0,7.0,2.0,4.0
EMP100441,2.0,2.0,8.0,4.0,2.0,7.0,4.931536388140162,6.0,5.0158469945355195,1.0,9.0,4.892915980230643,4.996811902231668,3.0,2.0,2.0,7.0,4.0,3.0,7.0
EMP100442,4.0,4.0,4.0,4.977813852813853,9.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,6.0,3.0,3.0,2.0,5.0,9.0,8.0,6.0
EMP100443,4.0,7.0,2.0,5.0,4.0,9.0,1.0,6.0,3.0,7.0,5.0,3.0,8.0,8.0,4.0,4.0,1.0,3.0,9.0,5.0
EMP100444,3.0,4.0,1.0,9.0,6.0,1.0,3.0,7.0,7.0,2.0,7.0,8.0,8.0,3.0,4.0,4.9535135135135135,9.0,5.0,9.0,6.0
EMP100445,9.0,8.0,1.0,7.0,1.0,9.0,1.0,1.0,5.0,6.0,2.0,4.0,7.0,5.026344086021505,4.994585814834867,7.0,1.0,6.0,9.0,8.0
EMP100446,3.0,8.0,2.0,8.0,3.0,8.0,4.931536388140162,5.036314363143632,9.0,8.0,3.0,4.892915980230643,8.0,5.0,8.0,5.0,3.0,5.0,7.0,3.0
EMP100447,4.0,2.0,4.0,4.977813852813853,7.0,6.0,7.0,7.0,6.0,4.0,6.0,4.0,9.0,9.0,8.0,4.0,4.905609492988134,4.0,6.0,3.0
EMP100448,2.0,7.0,3.0,6.0,1.0,9.0,1.0,5.036314363143632,5.0,6.0,2.0,1.0,2.0,8.0,6.0,9.0,3.0,1.0,8.0,4.976151761517615
EMP100449,7.0,4.918201516793066,4.0,8.0,6.0,5.0,6.0,4.0,8.0,3.0,7.0,7.0,8.0,7.0,6.0,3.0,9.0,1.0,8.0,6.0
EMP100450,7.0,9.0,2.0,9.0,2.0,9.0,6.0,7.0,6.0,7.0,9.0,1.0,2.0,4.0,3.0,8.0,9.0,4.0,8.0,8.0
EMP100451,8.0,3.0,4.86058981233244,5.0,8.0,6.0,2.0,6.0,5.0,4.0,6.0,6.0,8.0,3.0,4.994585814834867,8.0,2.0,7.0,4.0,3.0
EMP100452,1.0,6.0,4.0,8.0,9.0,5.0,8.0,5.036314363143632,7.0,6.0,6.0,5.0,3.0,8.0,5.0,9.0,3.0,2.0,5.0,5.0
EMP100453,2.0,9.0,6.0,7.0,2.0,5.0,8.0,6.0,9.0,5.0,5.0,5.0,1.0,2.0,7.0,5.0,3.0,7.0,2.0,4.976151761517615
EMP100454,7.0,9.0,3.0,5.0,8.0,7.0,6.0,3.0,4.0,2.0,5.09277238403452,3.0,1.0,6.0,7.0,6.0,6.0,2.0,2.0,2.0
EMP100455,4.0,4.918201516793066,5.0,2.0,4.0,7.0,4.0,9.0,2.0,7.0,9.0,6.0,1.0,6.0,4.0,5.0,3.0,3.0,5.02094522019334,3.0
EMP100456,3.0,5.0,1.0,7.0,6.0,5.0,9.0,7.0,9.0,8.0,7.0,4.892915980230643,5.0,8.0,9.0,7.0,7.0,1.0,3.0,6.0
EMP100457,4.0,2.0,9.0,1.0,3.0,5.0,8.0,2.0,2.0,4.0,7.0,6.0,4.996811902231668,9.0,1.0,9.0,9.0,7.0,9.0,1.0
EMP100458,7.0,7.0,8.0,3.0,6.0,3.0,6.0,5.0,4.0,8.0,2.0,4.892915980230643,2.0,3.0,2.0,4.9535135135135135,7.0,2.0,4.0,5.0
EMP100459,2.0,7.0,2.0,7.0,7.0,2.0,4.0,8.0,1.0,4.0,9.0,4.892915980230643,1.0,4.0,9.0,4.0,9.0,4.98696360673547,2.0,8.0
EMP100460,5.030711206896552,5.0,9.0,7.0,6.0,3.0,2.0,6.0,4.0,5.0,7.0,4.892915980230643,4.996811902231668,6.0,1.0,4.0,9.0,6.0,2.0,5.0
EMP100461,8.0,4.0,5.0,2.0,8.0,2.0,2.0,1.0,7.0,1.0,7.0,9.0,2.0,3.0,1.0,6.0,7.0,4.98696360673547,5.0,3.0
EMP100462,4.0,1.0,4.0,7.0,5.0,7.0,2.0,6.0,6.0,2.0,1.0,2.0,1.0,3.0,3.0,9.0,8.0,8.0,1.0,1.0
EMP100463,4.0,4.918201516793066,9.0,9.0,5.0,8.0,7.0,6.0,9.0,5.0,7.0,4.0,8.0,8.0,4.0,8.0,9.0,9.0,7.0,4.976151761517615
EMP100464,5.030711206896552,2.0,9.0,6.0,5.0,4.0,1.0,4.0,4.0,7.0,1.0,5.0,4.996811902231668,5.026344086021505,6.0,8.0,1.0,5.0,3.0,1.0
EMP100465,5.0,3.0,4.86058981233244,1.0,6.0,5.0,8.0,8.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,5.0,5.02094522019334,6.0
EMP100466,1.0,4.0,3.0,1.0,9.0,9.0,3.0,8.0,1.0,3.0,1.0,1.0,8.0,8.0,4.0,8.0,5.0,7.0,9.0,3.0
EMP100467,2.0,7.0,1.0,9.0,4.0,7.0,2.0,6.0,2.0,4.0,9.0,1.0,8.0,8.0,9.0,5.0,9.0,8.0,5.0,1.0
EMP100468,7.0,5.0,1.0,3.0,3.0,6.0,9.0,4.0,5.0158469945355195,5.099836333878887,8.0,7.0,3.0,7.0,4.0,6.0,4.0,1.0,5.02094522019334,9.0
EMP100469,4.0,5.0,7.0,6.0,5.0,4.0,9.0,2.0,5.0,9.0,5.09277238403452,7.0,1.0,4.0,4.0,1.0,4.905609492988134,8.0,1.0,1.0
EMP100470,2.0,5.0,6.0,3.0,4.0,6.0,3.0,3.0,4.0,1.0,7.0,9.0,4.996811902231668,8.0,4.994585814834867,1.0,4.905609492988134,7.0,8.0,4.976151761517615
EMP100471,7.0,4.0,6.0,7.0,5.0,8.0,7.0,7.0,2.0,2.0,7.0,7.0,3.0,5.0,4.0,1.0,7.0,9.0,6.0,4.0
EMP100472,8.0,6.0,6.0,2.0,2.0,9.0,8.0,7.0,9.0,1.0,5.0,7.0,7.0,7.0,8.0,5.0,5.0,1.0,1.0,4.976151761517615
EMP100473,9.0,4.918201516793066,4.0,9.0,1.0,7.0,1.0,2.0,9.0,9.0,1.0,6.0,9.0,4.0,3.0,6.0,1.0,7.0,3.0,8.0
EMP100474,5.030711206896552,4.918201516793066,9.0,9.0,2.0,5.0,7.0,3.0,3.0,5.099836333878887,8.0,2.0,1.0,8.0,4.0,4.9535135135135135,5.0,4.0,2.0,9.0
EMP100475,8.0,3.0,9.0,4.977813852813853,5.0,1.0,4.931536388140162,5.0,5.0,2.0,5.0,3.0,2.0,8.0,1.0,4.9535135135135135,5.0,1.0,5.0,1.0
EMP100476,6.0,8.0,4.86058981233244,4.0,5.065916398713826,1.0,1.0,5.0,9.0,9.0,4.0,9.0,3.0,8.0,9.0,7.0,4.0,7.0,5.0,4.0
EMP100477,6.0,8.0,4.0,2.0,3.0,7.0,6.0,2.0,6.0,5.099836333878887,5.09277238403452,7.0,7.0,9.0,5.0,3.0,3.0,2.0,9.0,3.0
EMP100478,9.0,7.0,6.0,6.0,4.0,9.0,4.931536388140162,1.0,5.0158469945355195,7.0,3.0,8.0,9.0,2.0,3.0,3.0,8.0,5.0,5.02094522019334,8.0
EMP100479,1.0,3.0,1.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,5.09277238403452,9.0,2.0,7.0,8.0,1.0,3.0,9.0,9.0,2.0
EMP100480,6.0,4.0,9.0,7.0,5.065916398713826,8.0,5.0,5.036314363143632,2.0,6.0,5.0,4.0,3.0,3.0,8.0,3.0,1.0,1.0,2.0,6.0
EMP100481,1.0,7.0,4.0,4.0,5.065916398713826,5.057158410451824,4.0,1.0,9.0,5.099836333878887,3.0,6.0,1.0,4.0,7.0,3.0,1.0,5.0,9.0,8.0
EMP100482,7.0,7.0,4.86058981233244,9.0,6.0,6.0,4.931536388140162,6.0,5.0158469945355195,3.0,2.0,3.0,5.0,5.0,4.994585814834867,1.0,6.0,1.0,3.0,7.0
EMP100483,7.0,9.0,5.0,8.0,8.0,5.057158410451824,2.0,6.0,4.0,2.0,8.0,5.0,8.0,8.0,3.0,2.0,4.0,6.0,4.0,2.0
EMP100484,5.030711206896552,7.0,5.0,5.0,6.0,7.0,9.0,1.0,5.0158469945355195,5.099836333878887,9.0,4.0,4.0,9.0,1.0,4.0,8.0,2.0,7.0,4.0
EMP100485,9.0,5.0,4.86058981233244,8.0,8.0,4.0,6.0,3.0,5.0158469945355195,2.0,7.0,5.0,4.996811902231668,9.0,9.0,6.0,2.0,2.0,9.0,9.0
EMP100486,2.0,9.0,3.0,9.0,2.0,8.0,5.0,2.0,7.0,5.099836333878887,5.09277238403452,5.0,6.0,8.0,8.0,1.0,3.0,1.0,7.0,6.0
EMP100487,5.0,2.0,6.0,6.0,8.0,5.057158410451824,1.0,3.0,8.0,6.0,5.0,6.0,6.0,9.0,9.0,8.0,2.0,3.0,5.02094522019334,6.0
EMP100488,2.0,5.0,6.0,4.977813852813853,6.0,5.0,6.0,8.0,2.0,9.0,2.0,4.892915980230643,4.0,8.0,1.0,9.0,1.0,9.0,6.0,6.0
EMP100489,9.0,5.0,8.0,6.0,7.0,2.0,8.0,1.0,5.0,9.0,1.0,6.0,7.0,7.0,4.0,6.0,7.0,4.0,5.0,4.976151761517615
EMP100490,1.0,5.0,8.0,1.0,8.0,2.0,2.0,2.0,7.0,4.0,5.09277238403452,6.0,6.0,9.0,7.0,1.0,2.0,8.0,2.0,2.0
EMP100491,8.0,9.0,9.0,6.0,8.0,8.0,9.0,2.0,6.0,2.0,4.0,3.0,6.0,8.0,3.0,4.0,7.0,4.0,1.0,2.0
EMP100492,2.0,1.0,2.0,6.0,5.0,1.0,3.0,5.0,5.0158469945355195,6.0,1.0,3.0,6.0,3.0,5.0,8.0,6.0,4.0,4.0,4.976151761517615
EMP100493,5.0,5.0,4.0,4.0,5.0,2.0,4.0,7.0,5.0,2.0,3.0,8.0,4.0,3.0,3.0,2.0,2.0,9.0,4.0,5.0
EMP100494,9.0,8.0,8.0,9.0,3.0,4.0,6.0,9.0,1.0,7.0,4.0,9.0,3.0,4.0,4.0,1.0,7.0,4.0,4.0,1.0
EMP100495,5.030711206896552,3.0,1.0,7.0,5.065916398713826,8.0,3.0,5.036314363143632,3.0,5.0,4.0,3.0,8.0,3.0,9.0,8.0,8.0,1.0,3.0,1.0
EMP100496,2.0,5.0,7.0,2.0,9.0,6.0,4.0,4.0,3.0,5.099836333878887,6.0,3.0,6.0,3.0,6.0,1.0,4.0,5.0,7.0,2.0
EMP100497,4.0,4.918201516793066,5.0,1.0,1.0,9.0,3.0,5.0,1.0,9.0,1.0,3.0,7.0,9.0,7.0,4.9535135135135135,1.0,4.0,2.0,7.0
EMP100498,9.0,6.0,6.0,9.0,5.0,6.0,1.0,3.0,2.0,5.099836333878887,3.0,4.0,5.0,9.0,3.0,6.0,1.0,7.0,8.0,1.0
EMP100499,1.0,8.0,4.0,4.977813852813853,7.0,8.0,8.0,5.036314363143632,5.0158469945355195,4.0,6.0,4.892915980230643,7.0,1.0,1.0,4.0,2.0,9.0,5.0,7.0
EMP100500,5.0,4.918201516793066,5.0,8.0,8.0,5.0,6.0,7.0,2.0,5.099836333878887,3.0,9.0,1.0,3.0,8.0,9.0,4.0,4.98696360673547,2.0,3.0
EMP100501,7.0,1.0,8.0,9.0,5.065916398713826,8.0,9.0,3.0,4.0,2.0,7.0,4.892915980230643,4.996811902231668,1.0,1.0,9.0,4.905609492988134,8.0,8.0,5.0
EMP100502,5.030711206896552,2.0,6.0,5.0,3.0,2.0,4.0,5.0,7.0,4.0,9.0,8.0,8.0,2.0,2.0,8.0,9.0,6.0,4.0,4.976151761517615
EMP100503,6.0,4.0,6.0,4.977813852813853,1.0,2.0,3.0,4.0,9.0,4.0,1.0,8.0,8.0,4.0,8.0,6.0,4.0,7.0,6.0,2.0
EMP100504,2.0,5.0,6.0,6.0,8.0,3.0,4.0,3.0,5.0158469945355195,8.0,6.0,4.892915980230643,6.0,4.0,2.0,3.0,7.0,5.0,6.0,8.0
EMP100505,7.0,3.0,4.86058981233244,4.977813852813853,5.065916398713826,3.0,3.0,8.0,3.0,5.099836333878887,4.0,3.0,5.0,7.0,6.0,4.0,7.0,1.0,4.0,4.976151761517615
EMP100506,2.0,6.0,7.0,5.0,2.0,4.0,3.0,4.0,9.0,9.0,1.0,7.0,3.0,7.0,1.0,7.0,8.0,7.0,1.0,7.0
EMP100507,2.0,1.0,7.0,4.0,7.0,9.0,7.0,8.0,3.0,3.0,8.0,4.0,4.0,4.0,3.0,9.0,7.0,4.0,3.0,6.0
EMP100508,8.0,9.0,7.0,1.0,9.0,4.0,5.0,7.0,4.0,5.099836333878887,5.09277238403452,4.0,8.0,9.0,9.0,8.0,1.0,1.0,6.0,8.0
EMP100509,5.0,4.0,5.0,7.0,9.0,9.0,3.0,7.0,9.0,5.0,5.0,3.0,3.0,4.0,8.0,9.0,9.0,9.0,4.0,6.0
EMP100510,5.030711206896552,8.0,1.0,9.0,9.0,6.0,3.0,7.0,6.0,8.0,6.0,8.0,5.0,7.0,1.0,6.0,1.0,6.0,5.0,4.976151761517615
EMP100511,5.0,1.0,7.0,2.0,9.0,7.0,8.0,6.0,6.0,9.0,9.0,9.0,7.0,6.0,1.0,3.0,1.0,3.0,7.0,4.0
EMP100512,4.0,8.0,3.0,8.0,1.0,9.0,3.0,4.0,9.0,5.0,4.0,1.0,3.0,7.0,8.0,1.0,2.0,7.0,6.0,7.0
EMP100513,8.0,8.0,4.86058981233244,3.0,5.065916398713826,3.0,8.0,7.0,1.0,5.0,2.0,1.0,4.996811902231668,7.0,8.0,7.0,2.0,8.0,1.0,5.0
EMP100514,6.0,9.0,7.0,5.0,4.0,1.0,4.931536388140162,6.0,2.0,7.0,6.0,1.0,2.0,4.0,6.0,8.0,3.0,7.0,5.02094522019334,5.0
EMP100515,8.0,8.0,2.0,1.0,5.0,2.0,6.0,5.0,4.0,9.0,3.0,7.0,9.0,6.0,2.0,2.0,7.0,8.0,4.0,4.0
EMP100516,5.0,7.0,1.0,5.0,8.0,8.0,1.0,2.0,8.0,6.0,3.0,4.0,6.0,2.0,7.0,4.0,2.0,4.0,5.02094522019334,7.0
EMP100517,7.0,8.0,9.0,9.0,3.0,2.0,9.0,1.0,4.0,4.0,6.0,9.0,8.0,5.0,6.0,9.0,8.0,8.0,9.0,9.0
EMP100518,8.0,4.0,8.0,7.0,5.065916398713826,1.0,8.0,1.0,4.0,8.0,4.0,8.0,8.0,1.0,5.0,4.0,8.0,4.98696360673547,5.02094522019334,7.0
EMP100519,4.0,2.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,6.0,4.0,3.0,7.0,5.0,8.0,6.0,4.0,3.0,4.0,4.976151761517615
EMP100520,9.0,2.0,6.0,9.0,6.0,6.0,7.0,3.0,8.0,8.0,2.0,9.0,8.0,3.0,2.0,2.0,7.0,2.0,2.0,9.0
EMP100521,1.0,2.0,1.0,2.0,7.0,2.0,6.0,4.0,4.0,5.099836333878887,5.0,4.0,1.0,4.0,6.0,7.0,2.0,4.98696360673547,3.0,8.0
EMP100522,5.0,8.0,2.0,4.977813852813853,7.0,3.0,4.0,5.0,1.0,5.0,6.0,2.0,5.0,8.0,6.0,6.0,2.0,8.0,9.0,4.976151761517615
EMP100523,5.0,8.0,6.0,6.0,8.0,8.0,4.0,4.0,7.0,8.0,6.0,7.0,9.0,1.0,3.0,9.0,2.0,2.0,5.0,5.0
EMP100524,9.0,8.0,6.0,9.0,2.0,1.0,8.0,6.0,5.0158469945355195,4.0,9.0,1.0,8.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0
EMP100525,7.0,4.0,8.0,6.0,5.0,2.0,2.0,6.0,6.0,4.0,3.0,1.0,4.996811902231668,8.0,5.0,1.0,3.0,6.0,7.0,5.0
EMP100526,9.0,8.0,8.0,4.0,7.0,8.0,5.0,3.0,4.0,3.0,4.0,4.892915980230643,1.0,2.0,5.0,2.0,2.0,6.0,8.0,7.0
EMP100527,2.0,9.0,3.0,4.0,1.0,4.0,4.931536388140162,4.0,9.0,8.0,5.09277238403452,7.0,4.0,9.0,4.0,9.0,8.0,1.0,6.0,4.0
EMP100528,2.0,9.0,5.0,1.0,2.0,7.0,4.0,3.0,5.0158469945355195,1.0,4.0,3.0,6.0,7.0,6.0,6.0,4.0,4.0,6.0,5.0
EMP100529,4.0,4.0,3.0,9.0,4.0,4.0,6.0,7.0,7.0,6.0,2.0,2.0,4.0,5.026344086021505,6.0,4.0,8.0,8.0,4.0,4.976151761517615
EMP100530,5.0,6.0,4.0,8.0,5.065916398713826,5.0,4.0,3.0,5.0,6.0,4.0,5.0,7.0,9.0,8.0,2.0,2.0,2.0,6.0,8.0
EMP100531,8.0,1.0,7.0,4.977813852813853,8.0,1.0,8.0,3.0,8.0,4.0,5.09277238403452,8.0,8.0,9.0,3.0,4.0,5.0,9.0,3.0,6.0
EMP100532,5.0,6.0,3.0,5.0,3.0,4.0,1.0,4.0,7.0,4.0,8.0,5.0,5.0,8.0,4.0,6.0,9.0,5.0,7.0,9.0
EMP100533,2.0,9.0,2.0,2.0,6.0,4.0,5.0,5.036314363143632,4.0,4.0,1.0,7.0,4.0,9.0,1.0,4.9535135135135135,5.0,4.0,6.0,9.0
EMP100534,4.0,4.0,8.0,9.0,8.0,6.0,6.0,8.0,6.0,1.0,6.0,9.0,6.0,7.0,6.0,7.0,8.0,3.0,9.0,6.0
EMP100535,5.0,2.0,2.0,5.0,8.0,9.0,9.0,5.0,5.0,1.0,6.0,1.0,5.0,6.0,4.994585814834867,2.0,4.0,8.0,5.0,9.0
EMP100536,5.030711206896552,3.0,1.0,2.0,5.0,6.0,6.0,5.0,4.0,5.099836333878887,9.0,7.0,1.0,4.0,8.0,3.0,6.0,5.0,9.0,5.0
EMP100537,4.0,8.0,4.0,8.0,8.0,3.0,1.0,9.0,9.0,9.0,3.0,4.0,5.0,1.0,8.0,4.0,5.0,3.0,2.0,8.0
EMP100538,5.030711206896552,7.0,4.0,1.0,2.0,6.0,6.0,8.0,5.0,4.0,2.0,8.0,9.0,3.0,6.0,4.9535135135135135,2.0,4.0,7.0,5.0
EMP100539,5.0,2.0,4.0,4.977813852813853,1.0,6.0,9.0,6.0,5.0,1.0,9.0,1.0,5.0,5.026344086021505,2.0,1.0,4.0,4.0,7.0,2.0
EMP100540,6.0,7.0,7.0,8.0,2.0,9.0,8.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,5.0,7.0,4.905609492988134,6.0,1.0,8.0
EMP100541,1.0,7.0,3.0,2.0,7.0,3.0,5.0,8.0,1.0,1.0,4.0,1.0,2.0,6.0,3.0,8.0,8.0,9.0,2.0,2.0
EMP100542,2.0,9.0,4.0,8.0,5.0,9.0,4.931536388140162,6.0,6.0,2.0,4.0,4.892915980230643,3.0,7.0,3.0,4.0,4.0,1.0,5.02094522019334,7.0
EMP100543,5.0,6.0,1.0,4.977813852813853,7.0,8.0,8.0,5.0,3.0,5.0,2.0,3.0,6.0,3.0,4.0,9.0,1.0,5.0,6.0,8.0
EMP100544,1.0,9.0,9.0,4.977813852813853,2.0,5.057158410451824,4.0,9.0,6.0,5.0,5.0,3.0,3.0,8.0,7.0,4.9535135135135135,9.0,8.0,5.02094522019334,8.0
EMP100545,6.0,7.0,6.0,3.0,9.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,6.0,2.0,7.0,3.0,2.0,3.0,6.0
EMP100546,4.0,4.0,4.0,7.0,4.0,3.0,2.0,1.0,6.0,4.0,2.0,4.0,3.0,7.0,9.0,6.0,2.0,8.0,5.0,5.0
EMP100547,5.030711206896552,5.0,8.0,2.0,5.065916398713826,7.0,3.0,5.036314363143632,1.0,9.0,5.0,3.0,6.0,3.0,6.0,3.0,5.0,2.0,2.0,4.0
EMP100548,5.0,4.0,5.0,3.0,5.0,6.0,5.0,6.0,8.0,9.0,3.0,9.0,1.0,6.0,8.0,7.0,1.0,5.0,6.0,4.0
EMP100549,3.0,6.0,3.0,8.0,4.0,6.0,3.0,3.0,2.0,2.0,6.0,4.0,2.0,3.0,9.0,2.0,1.0,9.0,1.0,2.0
EMP100550,4.0,4.918201516793066,6.0,3.0,4.0,3.0,2.0,2.0,8.0,9.0,9.0,7.0,8.0,5.0,7.0,8.0,5.0,3.0,1.0,8.0
EMP100551,3.0,4.918201516793066,7.0,4.977813852813853,9.0,6.0,3.0,9.0,4.0,8.0,7.0,3.0,2.0,5.0,4.0,8.0,8.0,3.0,3.0,5.0
EMP100552,8.0,9.0,8.0,3.0,8.0,3.0,4.931536388140162,6.0,5.0158469945355195,8.0,7.0,6.0,5.0,5.026344086021505,4.0,5.0,6.0,1.0,4.0,9.0
EMP100553,8.0,4.0,2.0,4.0,9.0,1.0,4.931536388140162,9.0,1.0,5.0,2.0,3.0,9.0,9.0,5.0,9.0,6.0,4.98696360673547,9.0,1.0
EMP100554,9.0,5.0,4.86058981233244,1.0,2.0,6.0,2.0,5.0,2.0,2.0,6.0,8.0,9.0,2.0,4.994585814834867,2.0,8.0,5.0,9.0,9.0
EMP100555,7.0,7.0,7.0,7.0,7.0,3.0,4.0,9.0,1.0,6.0,4.0,9.0,1.0,8.0,2.0,6.0,4.0,8.0,8.0,8.0
EMP100556,1.0,2.0,7.0,7.0,5.0,5.057158410451824,9.0,8.0,7.0,7.0,3.0,1.0,4.996811902231668,3.0,2.0,2.0,2.0,7.0,4.0,9.0
EMP100557,5.030711206896552,9.0,3.0,8.0,8.0,4.0,3.0,7.0,2.0,2.0,9.0,1.0,4.0,8.0,7.0,1.0,4.0,4.0,5.02094522019334,1.0
EMP100558,1.0,1.0,3.0,2.0,4.0,1.0,4.0,8.0,9.0,5.099836333878887,8.0,3.0,1.0,7.0,7.0,4.9535135135135135,5.0,7.0,2.0,3.0
EMP100559,8.0,2.0,4.0,2.0,8.0,9.0,9.0,5.0,8.0,3.0,5.0,1.0,9.0,4.0,1.0,3.0,8.0,7.0,7.0,5.0
EMP100560,3.0,8.0,6.0,6.0,8.0,7.0,1.0,2.0,4.0,7.0,1.0,3.0,5.0,3.0,3.0,6.0,3.0,6.0,5.0,5.0
EMP100561,5.0,1.0,1.0,9.0,3.0,9.0,9.0,5.036314363143632,5.0,6.0,9.0,7.0,4.0,8.0,4.994585814834867,3.0,4.0,7.0,2.0,9.0
EMP100562,5.0,3.0,2.0,6.0,1.0,3.0,2.0,8.0,1.0,5.0,6.0,9.0,6.0,7.0,5.0,6.0,2.0,4.0,6.0,6.0
EMP100563,7.0,1.0,4.86058981233244,7.0,9.0,8.0,2.0,5.0,5.0,4.0,1.0,8.0,7.0,9.0,4.0,1.0,7.0,3.0,4.0,5.0
EMP100564,9.0,5.0,1.0,4.0,5.065916398713826,3.0,9.0,4.0,6.0,7.0,7.0,3.0,1.0,5.026344086021505,9.0,3.0,5.0,3.0,1.0,9.0
EMP100565,2.0,7.0,1.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,6.0,4.892915980230643,8.0,6.0,4.994585814834867,2.0,9.0,3.0,2.0,9.0
EMP100566,7.0,4.0,6.0,4.0,5.0,5.057158410451824,1.0,8.0,5.0,6.0,5.09277238403452,7.0,3.0,5.0,6.0,6.0,9.0,9.0,7.0,4.976151761517615
EMP100567,5.0,4.0,3.0,4.0,9.0,2.0,8.0,9.0,1.0,7.0,5.0,1.0,8.0,7.0,3.0,4.9535135135135135,4.905609492988134,3.0,5.0,3.0
EMP100568,1.0,3.0,4.0,4.0,9.0,6.0,6.0,9.0,2.0,1.0,8.0,8.0,5.0,5.026344086021505,8.0,9.0,7.0,2.0,2.0,9.0
EMP100569,6.0,9.0,8.0,5.0,7.0,4.0,1.0,6.0,5.0158469945355195,7.0,6.0,1.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,8.0
EMP100570,9.0,2.0,2.0,9.0,8.0,8.0,4.931536388140162,5.036314363143632,8.0,1.0,4.0,4.892915980230643,4.0,4.0,5.0,8.0,4.0,1.0,5.0,6.0
EMP100571,1.0,9.0,3.0,5.0,9.0,3.0,7.0,5.036314363143632,1.0,9.0,9.0,4.892915980230643,7.0,8.0,2.0,7.0,5.0,5.0,4.0,1.0
EMP100572,5.0,3.0,5.0,8.0,2.0,7.0,6.0,6.0,5.0158469945355195,8.0,8.0,8.0,9.0,6.0,5.0,6.0,4.905609492988134,6.0,4.0,2.0
EMP100573,4.0,1.0,6.0,2.0,7.0,7.0,4.0,9.0,5.0158469945355195,4.0,1.0,5.0,7.0,1.0,4.0,2.0,4.905609492988134,4.98696360673547,4.0,4.976151761517615
EMP100574,4.0,7.0,9.0,7.0,1.0,4.0,1.0,5.036314363143632,6.0,1.0,4.0,9.0,6.0,4.0,3.0,2.0,6.0,5.0,1.0,4.976151761517615
EMP100575,7.0,4.0,9.0,2.0,1.0,8.0,1.0,3.0,5.0158469945355195,4.0,6.0,6.0,1.0,4.0,2.0,8.0,6.0,4.98696360673547,3.0,2.0
EMP100576,5.0,7.0,3.0,8.0,8.0,4.0,6.0,5.036314363143632,3.0,7.0,9.0,6.0,7.0,9.0,3.0,3.0,4.0,4.0,4.0,4.0
EMP100577,3.0,2.0,9.0,4.977813852813853,1.0,8.0,4.0,9.0,6.0,1.0,9.0,6.0,2.0,7.0,6.0,4.9535135135135135,7.0,4.0,2.0,8.0
EMP100578,4.0,4.918201516793066,9.0,6.0,1.0,2.0,9.0,1.0,4.0,7.0,4.0,8.0,6.0,3.0,9.0,8.0,8.0,8.0,5.02094522019334,3.0
EMP100579,5.0,4.0,8.0,8.0,7.0,2.0,8.0,1.0,8.0,2.0,5.09277238403452,4.0,4.996811902231668,2.0,8.0,3.0,5.0,9.0,2.0,4.0
EMP100580,8.0,8.0,9.0,9.0,9.0,5.0,1.0,2.0,9.0,8.0,7.0,4.0,2.0,5.0,8.0,9.0,5.0,1.0,7.0,2.0
EMP100581,2.0,5.0,2.0,2.0,1.0,4.0,8.0,4.0,1.0,7.0,7.0,7.0,4.0,6.0,1.0,8.0,4.905609492988134,8.0,3.0,1.0
EMP100582,2.0,6.0,4.0,1.0,2.0,1.0,5.0,7.0,7.0,1.0,6.0,8.0,6.0,9.0,4.0,2.0,2.0,6.0,5.0,7.0
EMP100583,5.0,5.0,8.0,1.0,5.0,3.0,1.0,2.0,1.0,4.0,9.0,9.0,7.0,5.0,7.0,1.0,4.905609492988134,8.0,2.0,1.0
EMP100584,1.0,3.0,4.0,6.0,6.0,4.0,2.0,2.0,8.0,7.0,2.0,8.0,8.0,7.0,4.0,6.0,3.0,7.0,4.0,9.0
EMP100585,7.0,5.0,6.0,4.977813852813853,4.0,5.0,4.0,4.0,1.0,9.0,7.0,3.0,5.0,9.0,1.0,4.9535135135135135,2.0,4.0,6.0,1.0
EMP100586,2.0,3.0,5.0,8.0,6.0,7.0,8.0,6.0,4.0,7.0,6.0,3.0,8.0,6.0,7.0,6.0,2.0,9.0,6.0,1.0
EMP100587,4.0,5.0,4.0,4.977813852813853,7.0,4.0,4.0,4.0,5.0,9.0,8.0,5.0,4.996811902231668,9.0,5.0,4.0,1.0,5.0,5.02094522019334,1.0
EMP100588,8.0,4.0,8.0,7.0,9.0,6.0,2.0,5.0,7.0,6.0,3.0,1.0,4.996811902231668,5.026344086021505,7.0,5.0,6.0,9.0,4.0,1.0
